,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
226,Nordrhein_Westfalen,133.0,central_heating,,,False,True,8,5.74,,635.38,1900.0,111311636,1.0,oil,False,Nordrhein_Westfalen,False,1.0,487.38,55,55.7,Münster,mint_condition,sophisticated,negotiable,Pienersallee,Pienersallee,False,3,ground_floor,48161,2.0,73.8,1.0,2.0,2,False,2,Münster,Roxel,"In dem freistehenden Mehrfamilienhaus wurden die Flächen der ehemaligen Gaststätte Edelkamp im Erdgeschoss im jahr 2017 zu 4 vollständig neuen, hochwertigen Wohnungen ausgebaut. Derzeit verfügbar ist die im Plan mit Nr. 1 (56 m²) benannten Einheit. Die Wohnung verfügt über 1 Schlafraum,  1 Bad und 1 Wohnzimmer mit Wohnküche.","Die einzelnen Einheiten verfügen über 3m hohe Räume. An jede Wohneinheit im EG schließt eine großzügige Terrasse an. Das Schlafzimmer verfügt über Parkettboden, die restlichen Räume sind gefliest. Eine neue Heizzentrale versorgt die Wohnungen über eine angenehme und auch energiesparende Fußbodenheizung. Die nun großteils bodentiefen Fenster des Gebäudes wurden erneuert und verfügen über neue, elektrische Rollladenkästen. Vorteilhaft ist das ungewöhnlich dicke, dreischalige Mauerwerk des Mehrfamilienhauses. Auf Grund der enormen Speichermasse sorgt die Fassade sowohl im Sommer als auch im Winter für ein behagliches Wohnklima und wirkt sich zudem positiv auf den Schallschutz des Gebäudes aus. Die wesentlichen Bauteile, wie auch die Anlagentechnik wurden energetisch nach aktuellen KfW-Standards (Einzelmaßnahmen) saniert, so dass mit niedrigen Heiz- und Warmwasserkosten zu rechnen ist. Die einzelnen Wohneinheiten wurden zudem altersgerecht umgebaut, so dass die Räume nahezu barrierefrei aneinander anschließen. Die einzelnen Bäder wurden neu erstellt. Grundrisse der einzelnen Wohnungen sind hinterlegt.",39.0,B,2017.0,,,May19,599.54923,6.0
229,Nordrhein_Westfalen,140.0,central_heating,ONE_YEAR_FREE,,False,True,8,6.49,40.0,720.0,,106924400,,gas,False,Nordrhein_Westfalen,True,,580.0,,72.0,Münster,well_kept,normal,,no_information,,False,4,apartment,48163,3.0,,2.0,3.0,3,True,3,Münster,Albachten,"Diese Wohnung, mit eigenem Keller, befindet sich in ruhiger Lage in einem gepflegten Mehrfamilienhaus. Neben einem großzügigen Süd-West-Balkon steht Ihnen auch ein schöner Garten mit Allgemeinnutzung zur Verfügung. Direkt vor dem Haus finden Sie ausreichend PKW-Stellplätze.","Bodenbelag: Designer -PVC, neue Heizkörper Jalousien, Gegensprechanlage; Kabelanschluss möglich",,,2014.0,90.76,0.1915,Sep18,775.0008,0.0
232,Nordrhein_Westfalen,350.0,central_heating,ONE_YEAR_FREE,10.0,False,True,11,6.42,10.0,1400.0,,106009984,,gas,True,Nordrhein_Westfalen,False,,1050.0,11,108.0,Münster,,sophisticated,,Roggenmarkt,Roggenmarkt,True,7,loft,48143,3.0,,4.0,4.0,3,False,5,Münster,Buddenturm,,,,,,90.76,0.1915,Sep18,1162.5012,3.0
233,Nordrhein_Westfalen,120.0,gas_heating,ONE_YEAR_FREE,10.0,False,True,10,6.17,2.4,715.0,1936.0,103105220,,gas,False,Nordrhein_Westfalen,True,1.0,595.0,,70.0,Münster,modernized,normal,,no_information,,False,4,apartment,48167,3.0,,1.0,3.0,3,True,3,Münster,Gremmendorf_Ost,Die Wohnung befindet sich im 1. Obergeschoss eines ruhigen und gepflegten Mehrfamilienhaus mit nur 6 Wohneinheiten in einer ruhigen Parallelstraße des Albersloher Weges in Münster-Gremmendorf. Das 1936 errichtete Haus wurde 1964 durch einen Anbau erweitert und 1985 weiter ausgebaut und mit Wärmedämmung versehen. Auf dem Anbau befindet sich zur Westseite hin ein großer Balkon der vom Wohnzimmer aus erreichbar ist. Der alte Baumbestand und der große Vorgarten unterstreichen die angenehme Atmosphäre des Wohnviertels. Öffentliche Parkbuchten sind auf der Straße vorhanden.,"Die Wohnung verfügt über eine geflieste Küche und  Laminatböden in den anderen Räumen. Die gesamte Wohnung verfügt über Kunststofffenster mit Rollladen und Wärmeschutzverglasung. Im Wohnzimmer ist eine Markise als Sonnenschutz vorhanden. Zur Wohnung gehört ein sehr geräumiger Kellerraum mit Fenster. Sie verfügen über eine eigene Erdgaszentralheizung und eine elektrische Warmwasserversorgung, so dass Sie Ihren Energieversorger völlig frei auswählen können. Der Fernsehempfang erfolgt über eine hauseigene Satellitenanlage. Internet/ VDSL-Empfang ist technisch bis zu 100 Mbit Download/40Mbit Upload über Vodafone oder 25 Mbit/10 Mbit über Telekom und 02 möglich.",,,2004.0,,,Oct19,753.473,1.0
234,Nordrhein_Westfalen,210.0,gas_heating,,,False,False,7,5.32,,1625.0,,110592345,2.0,gas,True,Nordrhein_Westfalen,True,,1155.0,10a,72.0,Münster,,sophisticated,,Fresnostr.,Fresnostr.,False,7,ground_floor,48159,4.0,,0.0,3.0,4,True,3,Münster,Uppenberg,"Erstbezug Top Wohnung saniert für 3 Studenten, die den Luxus lieben, incl. schicker Einbauküche, Zimmer mit hohen Decken und großen Fenstern, ebenerdige Dusche, Bad mit großem Fenster, Schiffsbodenparkett in der Küche und in den Schlafzimmern, Glasfasertapete etc.","Pro Student 555,- € incl. Einbauküche, incl. Stellplatz, 1 Student ohne Stellplatz = 515,- € Warmmiete, es werden 3 - 2er WG´s und 1 - 3er WG fertiggestellt (Komplettsanierung), wie Neubau",,NO_INFORMATION,2019.0,,,May19,775.0008,3.0
235,Nordrhein_Westfalen,200.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,5,6.35,10.0,650.0,,111405700,,,True,Nordrhein_Westfalen,False,,450.0,,42.0,Münster,,,,no_information,,False,3,apartment,48151,2.0,,2.0,4.0,2,False,2,Münster,Pluggendorf,"Zum 15.6., eventuell ein paar Tage früher (nach Absprache), gebe ich meine kleine, aber gemütliche Wohnung in bester Lage ab. Die Miete beträgt 650€ inklusive aller Nebenkosten (also auch Strom). Der Besichtigungstermin findet am 12.5. zwischen 15.00 und 17.00 Uhr statt. Die Wohnung verfügt über zwei gleich große Zimmer, die auch für eine WG taugen. Einen Einbauküche und ein Badezimmerschränkchen sind vorhanden. Einen Backofen gibt es leider nicht. Dafür hinterlasse ich meinen Miniofen. Im Keller gibt es je zwei Münzwaschmaschinen und -trockner. Die Wohnung befindet sich in Pluggendorf am Aasee - beste Lage! In wenigen Monaten ist man in der Innenstadt oder am Hafen.",,,,,,,May19,452.0838,3.0
237,Nordrhein_Westfalen,200.0,floor_heating,ONE_YEAR_FREE,,True,True,21,5.15,40.0,1590.0,2019.0,114900077,1.0,liquid_gas,False,Nordrhein_Westfalen,False,9.0,1390.0,450,100.0,Münster,first_time_use,sophisticated,yes,Dyckburgstr.,Dyckburgstr.,False,7,ground_floor,48157,2.5,,1.0,2.0,2,True,4,Münster,Gelmer_Dyckburg,"Bei dieser einmaligen Immobilie handelt es sich um einen Erstbezug in eine Wohnung, die durch eine gehobene Innenausstattung besticht und zum 01.02.2020 bezogen werden kann. Neben einem großen Zimmer für Küche, Essen und Wohnen zu dem Apartment ein Badezimmer mit begehbarer Dusche, und Badewanne sowie ein separates Gäste-WC. Zudem befindet sich noch ein Hauswirtschaftsraum in der lichtdurchfluteten Wohnung. Sie haben einen sehr großen Außenbereich mit altem Baumbestand, zwei Terrassen sowie weiteren Rückzugsmöglichkeiten im parkähnlichen Garten.  Ein überdachter Stellplatz sowie weitere Parkmöglichkeiten im Freien sind ausreichend vorhanden. Desweiteren verfügt die Wohnung über eine Anschlussmöglichkeit für einen Gaskamin. Auf dem Anwesen sind auch noch zwei größere Traumwohnungen (180 und 210 qm zu vermieten).","Geölter Natureichenboden, Fußbodenheizung. Anschlussmöglichkeit für einen Gaskamin, viele (auch bodentiefe) Fenster, zwei Terrassen, parkähnlicher Garten.",,,2019.0,,,Feb20,1076.39,5.0
238,Nordrhein_Westfalen,150.0,central_heating,ONE_YEAR_FREE,,False,True,2,6.02,40.0,575.0,1975.0,110516054,1.0,gas,False,Nordrhein_Westfalen,True,3.0,425.0,38,50.0,Münster,well_kept,normal,no,Hollandtstr,Hollandtstr,True,3,raised_ground_floor,48161,2.0,,1.0,5.0,2,False,2,Münster,Gievenbeck,"Diese schöne, gepflegte Hochparterre-Wohnung kann zum 01.06.2019 bezogen werden. Die Vermietung erfolgt befristet bis 09/2020. Zu dem Apartment zählen zwei attraktive Zimmer. Ihnen stehen außerdem eine Garage für Ihr Auto und ein Kellerraum zur Verfügung. Wasch- (incl. Trockner) und Fahrradkeller sind vorhanden. Die Wohnung verfügt über zwei Balkone und einen Einbauschrank im Flurbereich. Sie befindet sich in Alt Gievenbeck, in unmittelbarer Nähe zur Bushaltestelle, Nähe Unikiniken.","Bodentiefes Wohnzimmerfenster, großer Balkon nach Süd/West, kleiner nach Osten.",,,2009.0,,,May19,538.1949999999999,0.0
239,Nordrhein_Westfalen,150.0,gas_heating,ONE_YEAR_FREE,,False,False,0,5.7,40.0,619.0,1963.0,111406381,,gas,False,Nordrhein_Westfalen,True,2.0,469.0,28,67.0,Münster,well_kept,normal,negotiable,Heidestra&szlig;e,Heidestraße,False,3,roof_storey,48167,2.0,98.5,3.0,3.0,2,False,3,Münster,Angelmodde,Die Wohnung liegt in einem ruhigen sechs Familienhaus im 3. OG.,Tageslichtbad mit Dusche u. Badewanne wurde im Jahr 2016 komplett erneuert und saniert. Die Räume sind mit Laminatfußboden ausgestattet.,,C,2016.0,,,May19,721.1813,0.0
240,Nordrhein_Westfalen,200.0,central_heating,ONE_YEAR_FREE,,False,True,12,5.76,40.0,800.0,1982.0,111304130,1.0,gas,False,Nordrhein_Westfalen,True,4.0,600.0,66-68,62.0,Münster,well_kept,sophisticated,no,Sch&ouml;ppingenweg,Schöppingenweg,False,4,roof_storey,48149,3.0,174.0,1.0,1.0,3,False,3,Münster,Gievenbeck,"Ab sofort können Sie diese freundliche, gepflegte DG-Wohnung im ersten OG beziehen, die durch eine gehobene Innenausstattung besticht. Zu dem Objekt zählen drei einladende Zimmer. Ein aktueller Energieausweis liegt vor. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Eine Garage für Ihr Auto und ein Kellerraum stehen Ihnen außerdem zur Verfügung.",Parkettboden und Bodenfliesen,,E,2016.0,,,May19,667.3618,0.0
241,Nordrhein_Westfalen,200.0,gas_heating,ONE_YEAR_FREE,,False,True,8,4.38,40.0,1050.0,1961.0,115500362,,gas,True,Nordrhein_Westfalen,True,2.0,850.0,,105.0,Münster,fully_renovated,normal,negotiable,no_information,,False,6,ground_floor,48159,4.0,119.73,0.0,0.0,4,False,5,Münster,Sprakel,"Vermietet wird eine Einliegerwohnung in Münster-Sprakel. Die Wohnung wurde renoviert und befindet sich im Erdgeschoss. Das Haus wurde 1961 gebaut und 1994 umfangreich modernisiert, saniert. Ebenso wurde das Haus aufgestockt und durch Umbaumaßnahmen vergrößert. - monatliche Kaltmiete beträgt 850,00 € - für Heiz- & Nebenkosten werden monatlich 200,00 € veranschlagt  (am Ende des Jahres werden die tatsächlichen Kosten in der Jahresabrechnung abgerechnet, eine Nachzahlung ist also möglich) Die Wohnfläche beträgt insgesamt 105 m²: - Einbauküche ohne E-Geräte (9,48 m²) - sehr großes Wohnzimmer (mit Fußbodenheizung) mit Möglichkeit zur Essecke (43,27 m²) - zwei Terrassen (8,09 m²/31,78 m²) - ein Badezimmer mit Fenster und begehbarer (bodengleicher) Dusche (6,28 m²) - angrenzendes Zimmer zum Bad mit Fenster (8,64 m²) ein Badezimmer mit Dusche und Badewanne(7,09 m²) - (Schlaf-)Zimmer (13,70 m²) - Gäste-WC - geräumiger Kellerraum - ein Zimmer als Abstellraum oder kleines Zimmer nutzbar (z.B. Ankleidezimmer) (5,74 m²) - Kabelanschluss oder Anschluss der Telekom möglich - Zentralheizung Gas, wird direkt mit dem Vermieter abgerechnet - WG-geeignet - Haustiere, Reptilien, Ziertiere nach Absprache - Nichtraucher (zumindest im Haus) Bei weiteren Fragen oder falls noch weitere Informationen benötigt werden, einfach melden. Es wird zeitnah geantwortet.",,,D,1994.0,,,Feb20,1130.2095,2.0
242,Nordrhein_Westfalen,0.0,electric_heating,ONE_YEAR_FREE,,False,True,3,5.58,40.0,550.0,,110371848,,,True,Nordrhein_Westfalen,True,,550.0,16,43.0,Münster,,,,Korduanenstra&szlig;e,Korduanenstraße,False,4,maisonette,48143,1.0,,,,1,False,2,Münster,Martiniviertel,"Bei dieser ansprechenden Immobilie handelt es sich um eine Maisonette-Wohnung, die zum 12.03.2019 bezogen werden kann. Zu der Wohnung zählt ein attraktives Zimmer. Zur Wohnung gehört auch ein Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen stehen außerdem eine Einbauküche sowie ein Kellerraum zur Verfügung.",,,,,,,May19,462.8477,3.0
243,Nordrhein_Westfalen,361.56,central_heating,ONE_YEAR_FREE,,False,True,8,5.04,40.0,2169.36,2018.0,112150549,,district_heating,False,Nordrhein_Westfalen,True,9.0,1807.8,3,120.52,Münster,mint_condition,sophisticated,negotiable,York-Ring,York-Ring,True,8,penthouse,48159,4.0,3.0,,3.0,4,False,5,Münster,Uppenberg,"Diese helle, lichtdurchflutete Penthousewohnung liegt im 2. und 3. OG unseres neu errichteten Yorkhouses. Das Yorkhouse hat 2 separate Hauseingänge. Jeder Hauseingang verfügt über einen äußerst geräuscharmen und energiesparenden Aufzug von der Tiefgarage bis zu den Wohnungen. Die hochwertig ausgestattete Wohnung hat eine Größe von 120,52 m² auf 2 Ebenen. Zur  Wohnung gehört eine Loggia im 2. OG und eine sonnige Dachterrasse im 3. OG sowie ein Kellerraum.","In den Wohn- und Schlafräumen wurde helles Eichenparkett verlegt.  Das Tageslicht-Bad ist mit Dusche, Wanne und Doppelwaschbecken ausgestattet. Bad, Gäste-WC, und Abstellraum sind großformatig gefliest. Alle Fenster sind mit elektrischen Rollläden versehen. Weiterhin verfügt die Wohnung über eine dezentrale Wohnraumlüftung. Die Fußbodenheizung ist für jeden Raum separat einstellbar. Ein Aufzug fährt bis in die Tiefgarage, so dass auch der zur Wohnung gehörende Kellerraum problemlos erreicht werden kann.",,A_PLUS,,,,Feb20,1297.265228,6.0
244,Nordrhein_Westfalen,70.0,central_heating,ONE_YEAR_FREE,10.0,False,True,14,6.02,2.4,655.0,,109516332,,gas,True,Nordrhein_Westfalen,False,,520.0,6,47.0,Münster,,,,Dieckmannstr,Dieckmannstr,True,4,apartment,48161,1.0,,1.0,,1,False,2,Münster,Gievenbeck,"Das Haus wurde in den 90ern erbaut und immer gut gepflegt. Die Wohnung wird renoviert übergeben. Im Komplex direkt vor der Tür befinden sich sämtliche Geschäfte für den täglichen Bedarf. ZB: Supermarkt, Bäcker, Pizzeria, Imbiss, Restaurant, Friseur, Apotheke, Ärzte, Bank, etc....",Durch die knietiefen sehr großen Panoramafenster ist die Wohnung sehr hell und freundlich. Die Wohnung ist mit Laminat ausgelegt und wirkt dadurch sehr edel. Das Bad ist weiß gefliest. Ein kleiner Balkon rundet die Wohnung ab. Die gesamte Einrichtung incl Küche kann zu fairen Konditionen abgekauft werden.,65.0,,,,,Feb20,505.9033,3.0
246,Nordrhein_Westfalen,94.0,central_heating,ONE_YEAR_FREE,,False,False,5,4.57,40.0,493.0,1954.0,113720797,,gas:electricity,False,Nordrhein_Westfalen,True,2.0,366.0,35,47.52,Münster,,,,Stehrweg,Stehrweg,False,2,apartment,48155,2.0,162.0,2.0,,2,False,2,Münster,Mauritz_Ost,"+ Barrierearm Wohlfühlen - mit einem modernen unterfahrbaren Waschtisch. + Hier sparen Sie Kosten und Mühen: In dieser Wohnung sind die Wände bereits tapeziert und gestrichen. Im 2.Obergeschoss eines Mehrfamilienhauses in Münster Mauritz liegt diese schöne Wohnung. Sie verfügt über ein Wohnzimmer, ein Schlafzimmer, ein Duschbad und eine kleine Küche. Hier wurde erst im letzte Jahr renoviert. Lassen Sie sich bei einer Besichtigung überzeugen!",Türsprechanlage; Isolierverglasung; Warmwasserbereiter; barrierearmes WC; Wohnküche; Kellerraum; Gas-Zentralheizung; Rauchwarnmelder; Laminat; Wärmedämmung der obersten Geschossdecke;,33.0,F,,,,Oct19,511.500528,3.0
249,Nordrhein_Westfalen,190.0,heat_pump,ONE_YEAR_FREE,10.0,True,True,13,5.16,2.4,1185.0,2018.0,107373600,1.0,,False,Nordrhein_Westfalen,False,9.0,995.0,61,85.0,Münster,first_time_use,sophisticated,no,Elsa-Br&auml;ndstr&ouml;m-Weg,Elsa-Brändström-Weg,False,6,apartment,48165,3.0,,1.0,3.0,3,False,4,Münster,Berg_Fidel,"Ab sofort können Sie diese Wohnung in der ersten Etage, die durch eine gehobene Innenausstattung besticht, beziehen. Bei dieser ansprechenden Immobilie handelt es sich um einen Erstbezug. Die Wohnung verfügt über drei hübsche Zimmer. Ein aktueller Energieausweis liegt vor. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ein Stellplatz für Ihr Auto steht Ihnen außerdem zur Verfügung. Diese Wohnung lässt keine Wünsche offen. Ein besonderes extra, zu dieser Wohnung gibt es ein kleines, helles Büro. Das sehr moderne und helle Badezimmer, wird Sie begeistern. Sie verfügt über eine bodentiefe und begehbare große Dusche, eine hochwertige Badewanne, sowie ein Designer-WC und Waschbecken, mit einem Handtuchheizkörper. In diesem Mehrfamilienhaus, gibt es lediglich 3 Wohnungen. In sämtlichen Zimmern, sind Internetanschlüsse vorhanden.","Das Haus ist ein KfW 55-Effizienzhaus, das heißt für Sie; dank einer hervorragender Dämmung und Lüftungsanlage ist mit sehr niedrigen Heizkosten zu rechnen. Sämtliche Räume verfügen über eine Fußbodenheizung. Das Schlaf-und Kinderzimmer ist mit einem hochwertigen Vinylboden ausgestattet. Die übrigen Räume haben einen hochwertigen und modernen Fliesenbelag.Die Tür zwischen Diele und Wohnzimmer ist eine moderne Ganzglastür-Sicherheitstür, so dass die Diele ebenfalls natürlich belichtet ist. Sämtliche Fenster haben eine dreifach Verglasung und verfügen über elektrische Rollläden mit abschließbaren Griffen. Die Wohnungseingangstür(3fach abschließbar-Sicherheitstür), als auch die Innentüren haben eine weiße Oberfläche mit modernen Türgriffen. Das Treppenhaus ist mit einem hochwertigen Granitboden ausgestattet. Das ganze wird abgerundet mit einem Edelstahltreppengeländer. Der Balkonboden ist aus Bangkiraiholz mit Milchglasoptik und Edelstahlgeländer.",,,,90.76,0.1915,Sep18,914.9315,5.0
252,Nordrhein_Westfalen,290.0,district_heating,,,True,True,32,6.14,,1570.0,2018.0,105593015,,district_heating,False,Nordrhein_Westfalen,True,9.0,1280.0,72,108.35,Münster,first_time_use,sophisticated,no,Steinfurter Stra&szlig;e,Steinfurter_Straße,True,7,roof_storey,48149,4.0,54.0,3.0,4.0,4,False,5,Münster,Neutor,https://www.yorkhoefe.ms/ - Auflistung aller Wohnungen Informationen zu den insgesamt 37 Wohneinheiten in dem Neubauprojekt York-Höfe (Steinfurter –Straße /Gasselstiege) erhalten Sie von uns. Bei Interesse melden Sie sich gerne per E-Mail oder telefonisch. Am Gebäude Gasselstiege entstehen in den drei Vollgeschossen und einem Staffelgeschoss zwei-geschossige Wohnungen mit jeweils 2 bis 3 Zimmern in den Größen von ca. 73 bis ca. 113 m². An der Steinfurter Straße entstehen in den vier Vollgeschossen und einem Staffelgeschoss 2 bis 4 Zimmer Wohnungen in den Größen von ca. 49 bis ca. 131 m². Das Gebäude (Massivhausbauweise) entspricht dem aktuellen „KfW-Effizienzhaus 55 Standard“. Im Untergeschoss befinden sich die 29 zugeordnete Stellplätze und 8 oberirdische PKW-Stellplätze.,"Bei der dargestellten Wohnung handelt es sich um eine 4-Zimmer-Wohnung mit zwei Loggien in einem Neubau-Eigentumsanlage in der Steinfurter Straße 72. Die Wohnung verfügt über ein Wohnzimmer mit einer Kochnische (ohne EBK)und einer Loggia, ein Schlafzimmer mit einer Loggia, zwei Arbeits-/Kinderzimmer, ein Badezimmer mit einer Dusche (inkl. WM-Anschluss), ein G-WC sowie einen Flur. Ausstattung: •	Fußbodenheizung mit Einzelraumsteuerung, entsprechend dem Wärmebedarf ausgelegt. Die Bäder erhalten zusätzlich einen elektrisch betriebenen Handtuchwärmekörper. •	die Wohnungen erhalten eine mechanische Lüftungsanlage •	elektrische Rollläden •	im EG mit einbruchshemmenden Beschläge und mit abschließbaren Griffen. •	die Wohn- und Schlafräume erhalten einen versiegelten Boden mit Mehrschicht-Parkett Eiche •	der Küchenbereich, Flur, Abstellräume, Bäder und WC erhalten Bodenfliesen",,B,,90.76,0.1915,Sep18,1166.268565,5.0
